day,hour,cost
17/5/2022,12,218.76
17/5/2022,13,209.66
17/5/2022,14,199.07
17/5/2022,15,189.24
17/5/2022,16,191.29
17/5/2022,17,204.12
17/5/2022,18,237.13
17/5/2022,19,251.82
17/5/2022,20,290
17/5/2022,21,298.21
17/5/2022,22,265.88
17/5/2022,23,245.46
17/5/2022,24,208.73
18/5/2022,1,206.47
18/5/2022,2,187.89
18/5/2022,3,176.23
18/5/2022,4,170.98
18/5/2022,5,173.38
18/5/2022,6,179.61
18/5/2022,7,219.95
18/5/2022,8,247.6
18/5/2022,9,241.29
18/5/2022,10,211.07
18/5/2022,11,179.17
18/5/2022,12,174.9
18/5/2022,13,179.94
18/5/2022,14,177.03
18/5/2022,15,176.71
18/5/2022,16,178.9
18/5/2022,17,194.94
18/5/2022,18,216.84
18/5/2022,19,241.2
18/5/2022,20,286.99
18/5/2022,21,280
18/5/2022,22,245.88
18/5/2022,23,225.73
18/5/2022,24,194.47
19/5/2022,1,196.96
19/5/2022,2,185.01
19/5/2022,3,179.94
19/5/2022,4,176.27
19/5/2022,5,177.98
19/5/2022,6,185.06
19/5/2022,7,222.33
19/5/2022,8,250.04
19/5/2022,9,249.31
19/5/2022,10,229.93
19/5/2022,11,198.22
19/5/2022,12,183.99
19/5/2022,13,182.96
19/5/2022,14,180.8
19/5/2022,15,176.2
19/5/2022,16,185.09
19/5/2022,17,198.96
19/5/2022,18,224.02
19/5/2022,19,232.99
19/5/2022,20,269.27
19/5/2022,21,273.4
19/5/2022,22,253
19/5/2022,23,234.38
19/5/2022,24,213.31
20/5/2022,1,211.1
20/5/2022,2,195.98
20/5/2022,3,189.56
20/5/2022,4,188
20/5/2022,5,189.56
20/5/2022,6,208.62
20/5/2022,7,237.24
20/5/2022,8,263.32
20/5/2022,9,250
20/5/2022,10,224
20/5/2022,11,204.97
20/5/2022,12,201.6
20/5/2022,13,197.4
20/5/2022,14,190.07
20/5/2022,15,185.33
20/5/2022,16,189.26
20/5/2022,17,190
20/5/2022,18,216.3
20/5/2022,19,227.7
20/5/2022,20,230.99
20/5/2022,21,231.03
20/5/2022,22,218.03
20/5/2022,23,205.27
20/5/2022,24,176.3
21/5/2022,1,134.15
21/5/2022,2,125.3
21/5/2022,3,96.29
21/5/2022,4,94.66
21/5/2022,5,91.76
21/5/2022,6,90.01
21/5/2022,7,105.14
21/5/2022,8,118.9
21/5/2022,9,110.8
21/5/2022,10,83.93
21/5/2022,11,74.99
21/5/2022,12,53.98
21/5/2022,13,41.71
21/5/2022,14,40.09
21/5/2022,15,13.57
21/5/2022,16,33.86
21/5/2022,17,48.82
21/5/2022,18,81.49
21/5/2022,19,161.27
21/5/2022,20,201
21/5/2022,21,219.32
21/5/2022,22,228.11
21/5/2022,23,223.85
21/5/2022,24,214.18
22/5/2022,1,186.58
22/5/2022,2,179.4
22/5/2022,3,172.5
22/5/2022,4,170
22/5/2022,5,171
22/5/2022,6,169.91
22/5/2022,7,166.96
22/5/2022,8,166.88
22/5/2022,9,160
22/5/2022,10,149.96
22/5/2022,11,138.29
22/5/2022,12,138.25
22/5/2022,13,136.95
22/5/2022,14,109.92
22/5/2022,15,101.4
22/5/2022,16,103.7
22/5/2022,17,133.19
22/5/2022,18,156.62
22/5/2022,19,195.29
22/5/2022,20,213.37
22/5/2022,21,225.55
22/5/2022,22,227.9
22/5/2022,23,219.91
22/5/2022,24,191.24
23/5/2022,1,175.89
23/5/2022,2,164.57
23/5/2022,3,158.75
23/5/2022,4,155.07
23/5/2022,5,158.2
23/5/2022,6,172.54
23/5/2022,7,202.7
23/5/2022,8,224.96
23/5/2022,9,230.02
23/5/2022,10,220.97
23/5/2022,11,217.19
23/5/2022,12,202.68
23/5/2022,13,188.88
23/5/2022,14,171.73
23/5/2022,15,171.63
23/5/2022,16,170.88
23/5/2022,17,175.25
23/5/2022,18,197.1
23/5/2022,19,214.03
23/5/2022,20,214.94
23/5/2022,21,210.07
23/5/2022,22,190
23/5/2022,23,180.03
23/5/2022,24,147.35
24/5/2022,1,108.41
24/5/2022,2,104.1
24/5/2022,3,97.32
24/5/2022,4,96.24
24/5/2022,5,107.4
24/5/2022,6,155.95
24/5/2022,7,188.91
24/5/2022,8,210.29
24/5/2022,9,209.8
24/5/2022,10,193
24/5/2022,11,184.65
24/5/2022,12,180
24/5/2022,13,170.04
24/5/2022,14,170.01
24/5/2022,15,160
24/5/2022,16,165.85
24/5/2022,17,170.07
24/5/2022,18,194.95
24/5/2022,19,198.38
24/5/2022,20,212.98
24/5/2022,21,219.99
24/5/2022,22,220.3
24/5/2022,23,211.91
24/5/2022,24,189.64
25/5/2022,1,190.73
25/5/2022,2,180.06
25/5/2022,3,170.51
25/5/2022,4,167.92
25/5/2022,5,169.9
25/5/2022,6,178.14
25/5/2022,7,211.11
25/5/2022,8,230
25/5/2022,9,227.88
25/5/2022,10,209.21
25/5/2022,11,180.44
25/5/2022,12,192.36
25/5/2022,13,201.61
25/5/2022,14,167.01
25/5/2022,15,159.01
25/5/2022,16,170
25/5/2022,17,217.38
25/5/2022,18,198.47
25/5/2022,19,166.32
25/5/2022,20,214.79
25/5/2022,21,217.46
25/5/2022,22,212.44
25/5/2022,23,193.98
25/5/2022,24,166.16
26/5/2022,1,137.64
26/5/2022,2,97.88
26/5/2022,3,95.09
26/5/2022,4,87.08
26/5/2022,5,96.19
26/5/2022,6,95.95
26/5/2022,7,121.83
26/5/2022,8,119.71
26/5/2022,9,97.01
26/5/2022,10,85.53
26/5/2022,11,79.76
26/5/2022,12,78.82
26/5/2022,13,117.9
26/5/2022,14,93.92
26/5/2022,15,85.28
26/5/2022,16,88
26/5/2022,17,80.36
26/5/2022,18,87.1
26/5/2022,19,122.45
26/5/2022,20,161.35
26/5/2022,21,173.73
26/5/2022,22,165.42
26/5/2022,23,166.8
26/5/2022,24,126.95
27/5/2022,1,104.18
27/5/2022,2,98.54
27/5/2022,3,94.61
27/5/2022,4,97.67
27/5/2022,5,97.8
27/5/2022,6,101.58
27/5/2022,7,210.85
27/5/2022,8,226.1
27/5/2022,9,217.9
27/5/2022,10,205.56
27/5/2022,11,215
27/5/2022,12,210.12
27/5/2022,13,210.12
27/5/2022,14,210.11
27/5/2022,15,188.51
27/5/2022,16,195
27/5/2022,17,210.12
27/5/2022,18,238.31
27/5/2022,19,219
27/5/2022,20,221.95
27/5/2022,21,205.01
27/5/2022,22,180
27/5/2022,23,133.86
27/5/2022,24,97.36
28/5/2022,1,97.67
28/5/2022,2,91.39
28/5/2022,3,89.45
28/5/2022,4,89.24
28/5/2022,5,88.21
28/5/2022,6,84.88
28/5/2022,7,86.82
28/5/2022,8,88
28/5/2022,9,87.36
28/5/2022,10,92.45
28/5/2022,11,98.96
28/5/2022,12,99.94
28/5/2022,13,90.78
28/5/2022,14,88.08
28/5/2022,15,66.26
28/5/2022,16,89.74
28/5/2022,17,92.41
28/5/2022,18,88.02
28/5/2022,19,90.92
28/5/2022,20,139.9
28/5/2022,21,158.33
28/5/2022,22,164.37
28/5/2022,23,170
28/5/2022,24,158.08
29/5/2022,1,162.11
29/5/2022,2,141.28
29/5/2022,3,140.79
29/5/2022,4,138.37
29/5/2022,5,140.04
29/5/2022,6,141.32
29/5/2022,7,133.8
29/5/2022,8,138.37
29/5/2022,9,140.15
29/5/2022,10,140.08
29/5/2022,11,140
29/5/2022,12,145.06
29/5/2022,13,141
29/5/2022,14,133.49
29/5/2022,15,123.78
29/5/2022,16,121.59
29/5/2022,17,120
29/5/2022,18,150
29/5/2022,19,179.56
29/5/2022,20,201.38
29/5/2022,21,214.94
29/5/2022,22,224.97
29/5/2022,23,225
29/5/2022,24,214.96
30/5/2022,1,203.9
30/5/2022,2,194.72
30/5/2022,3,192.65
30/5/2022,4,184.5
30/5/2022,5,182.92
30/5/2022,6,195.74
30/5/2022,7,230.68
30/5/2022,8,257.95
30/5/2022,9,260.27
30/5/2022,10,232.92
30/5/2022,11,230
30/5/2022,12,229.77
30/5/2022,13,215
30/5/2022,14,207.5
30/5/2022,15,201.28
30/5/2022,16,202.29
30/5/2022,17,210.9
30/5/2022,18,225.7
30/5/2022,19,241.36
30/5/2022,20,291.14
30/5/2022,21,295
30/5/2022,22,266.46
30/5/2022,23,243.68
30/5/2022,24,227.5
31/5/2022,1,200.91
31/5/2022,2,183
31/5/2022,3,179.62
31/5/2022,4,177.02
31/5/2022,5,180.01
31/5/2022,6,195.99
31/5/2022,7,228.68
31/5/2022,8,247.77
31/5/2022,9,243.14
31/5/2022,10,225.9
31/5/2022,11,200.63
31/5/2022,12,193.91
31/5/2022,13,192.46
31/5/2022,14,184.07
31/5/2022,15,184.01
31/5/2022,16,182.08
31/5/2022,17,182.38
31/5/2022,18,200
31/5/2022,19,234.97
31/5/2022,20,255.02
31/5/2022,21,258.67
31/5/2022,22,247.51
31/5/2022,23,240.01
31/5/2022,24,227.98
1/6/2022,1,220
1/6/2022,2,207.45
1/6/2022,3,199.09
1/6/2022,4,182.53
1/6/2022,5,182.28
1/6/2022,6,198.95
1/6/2022,7,230
1/6/2022,8,249.68
1/6/2022,9,246.36
1/6/2022,10,228.82
1/6/2022,11,211.8
1/6/2022,12,206.6
1/6/2022,13,211
1/6/2022,14,211
1/6/2022,15,205.25
1/6/2022,16,180.04
1/6/2022,17,181.6
1/6/2022,18,199.71
1/6/2022,19,229.92
1/6/2022,20,251.98
1/6/2022,21,257.71
1/6/2022,22,262.6
1/6/2022,23,250
1/6/2022,24,230.33
2/6/2022,1,191
2/6/2022,2,175.04
2/6/2022,3,169.33
2/6/2022,4,161.96
2/6/2022,5,165.05
2/6/2022,6,171.7
2/6/2022,7,209.65
2/6/2022,8,223.1
2/6/2022,9,218.13
2/6/2022,10,190.92
2/6/2022,11,175.21
2/6/2022,12,180
2/6/2022,13,179.93
2/6/2022,14,174.91
2/6/2022,15,169.43
2/6/2022,16,180
2/6/2022,17,183.99
2/6/2022,18,183.94
2/6/2022,19,218.05
2/6/2022,20,230.65
2/6/2022,21,238.97
2/6/2022,22,228.94
2/6/2022,23,229.78
2/6/2022,24,209.87
3/6/2022,1,177.61
3/6/2022,2,163.13
3/6/2022,3,157.41
3/6/2022,4,159.62
3/6/2022,5,161.7
3/6/2022,6,169.94
3/6/2022,7,209.83
3/6/2022,8,225.11
3/6/2022,9,217.18
3/6/2022,10,197.12
3/6/2022,11,179.97
3/6/2022,12,162.13
3/6/2022,13,168.08
3/6/2022,14,156.64
3/6/2022,15,156.04
3/6/2022,16,158.75
3/6/2022,17,167.98
3/6/2022,18,197.38
3/6/2022,19,216.31
3/6/2022,20,225
3/6/2022,21,221.83
3/6/2022,22,216.05
3/6/2022,23,216.77
3/6/2022,24,185.03
4/6/2022,1,175.81
4/6/2022,2,167.97
4/6/2022,3,166.92
4/6/2022,4,157.05
4/6/2022,5,155.5
4/6/2022,6,156.01
4/6/2022,7,159.8
4/6/2022,8,169.86
4/6/2022,9,180
4/6/2022,10,186.56
4/6/2022,11,187.52
4/6/2022,12,183.97
4/6/2022,13,168.4
4/6/2022,14,159.79
4/6/2022,15,147.04
4/6/2022,16,147.02
4/6/2022,17,148.14
4/6/2022,18,159.26
4/6/2022,19,179.91
4/6/2022,20,199.07
4/6/2022,21,209.24
4/6/2022,22,198.98
4/6/2022,23,199.06
4/6/2022,24,179.36
5/6/2022,1,165.52
5/6/2022,2,157.23
5/6/2022,3,149.57
5/6/2022,4,136.88
5/6/2022,5,136.04
5/6/2022,6,128.04
5/6/2022,7,127.27
5/6/2022,8,133.65
5/6/2022,9,136.28
5/6/2022,10,142.65
5/6/2022,11,141.36
5/6/2022,12,143.62
5/6/2022,13,132.5
5/6/2022,14,101.53
5/6/2022,15,103.54
5/6/2022,16,121.95
5/6/2022,17,132.03
5/6/2022,18,150.02
5/6/2022,19,163.03
5/6/2022,20,176.2
5/6/2022,21,190
5/6/2022,22,192.2
5/6/2022,23,169.22
5/6/2022,24,137.74
6/6/2022,1,113.98
6/6/2022,2,100.92
6/6/2022,3,91.8
6/6/2022,4,88.24
6/6/2022,5,85.05
6/6/2022,6,88.08
6/6/2022,7,128.84
6/6/2022,8,176.2
6/6/2022,9,185
6/6/2022,10,176.22
6/6/2022,11,176.22
6/6/2022,12,176.19
6/6/2022,13,176.22
6/6/2022,14,161.59
6/6/2022,15,133.69
6/6/2022,16,132.93
6/6/2022,17,140.16
6/6/2022,18,185.15
6/6/2022,19,229.33
6/6/2022,20,245.09
6/6/2022,21,245.08
6/6/2022,22,239.47
6/6/2022,23,226.95
6/6/2022,24,189.7
7/6/2022,1,166.3
7/6/2022,2,155.15
7/6/2022,3,150.61
7/6/2022,4,145.72
7/6/2022,5,146.88
7/6/2022,6,154.54
7/6/2022,7,215.59
7/6/2022,8,242.55
7/6/2022,9,240
7/6/2022,10,230.63
7/6/2022,11,200.02
7/6/2022,12,198.87
7/6/2022,13,212.48
7/6/2022,14,194.73
7/6/2022,15,202.23
7/6/2022,16,206.53
7/6/2022,17,220
7/6/2022,18,236.1
7/6/2022,19,238.68
7/6/2022,20,239.82
7/6/2022,21,239
7/6/2022,22,228.81
7/6/2022,23,220.26
7/6/2022,24,210.97
8/6/2022,1,185.05
8/6/2022,2,168.95
8/6/2022,3,165.1
8/6/2022,4,162.96
8/6/2022,5,164.92
8/6/2022,6,175
8/6/2022,7,225
8/6/2022,8,213.93
8/6/2022,9,215.01
8/6/2022,10,205.29
8/6/2022,11,191
8/6/2022,12,185
8/6/2022,13,180.72
8/6/2022,14,175.17
8/6/2022,15,180.2
8/6/2022,16,185.07
8/6/2022,17,199.87
8/6/2022,18,220
8/6/2022,19,210.9
8/6/2022,20,239.37
8/6/2022,21,249.28
8/6/2022,22,229.93
8/6/2022,23,219.7
8/6/2022,24,180.23
9/6/2022,1,189.01
9/6/2022,2,170.63
9/6/2022,3,165
9/6/2022,4,164.64
9/6/2022,5,164.39
9/6/2022,6,173.3
9/6/2022,7,205.31
9/6/2022,8,219.45
9/6/2022,9,229.23
9/6/2022,10,217.87
9/6/2022,11,204.37
9/6/2022,12,202.39
9/6/2022,13,202.33
9/6/2022,14,188.97
9/6/2022,15,184.29
9/6/2022,16,184.59
9/6/2022,17,178.26
9/6/2022,18,188.06
9/6/2022,19,194.14
9/6/2022,20,205.14
9/6/2022,21,216.6
9/6/2022,22,210.24
9/6/2022,23,209.09
9/6/2022,24,192.07
10/6/2022,1,196.58
10/6/2022,2,168.93
10/6/2022,3,162.29
10/6/2022,4,162.13
10/6/2022,5,163.84
10/6/2022,6,179.14
10/6/2022,7,207.91
10/6/2022,8,213.76
10/6/2022,9,212.84
10/6/2022,10,196.36
10/6/2022,11,176.06
10/6/2022,12,168.59
10/6/2022,13,164.1
10/6/2022,14,165.08
10/6/2022,15,159.62
10/6/2022,16,157.28
10/6/2022,17,163.56
10/6/2022,18,186.65
10/6/2022,19,204.28
10/6/2022,20,218.39
10/6/2022,21,220.46
10/6/2022,22,216.9
10/6/2022,23,215.48
10/6/2022,24,205.07
11/6/2022,1,201.74
11/6/2022,2,184.07
11/6/2022,3,170.41
11/6/2022,4,165.49
11/6/2022,5,155.8
11/6/2022,6,151.65
11/6/2022,7,157.84
11/6/2022,8,153.05
11/6/2022,9,150.5
11/6/2022,10,112.78
11/6/2022,11,85.56
11/6/2022,12,78.01
11/6/2022,13,73.23
11/6/2022,14,55.61
11/6/2022,15,4.23
11/6/2022,16,52.31
11/6/2022,17,71.81
11/6/2022,18,101.63
11/6/2022,19,162.32
11/6/2022,20,196.39
11/6/2022,21,211.38
11/6/2022,22,211.06
11/6/2022,23,207.92
11/6/2022,24,199
12/6/2022,1,195
12/6/2022,2,158.85
12/6/2022,3,148.13
12/6/2022,4,139.8
12/6/2022,5,136.45
12/6/2022,6,101.76
12/6/2022,7,109.02
12/6/2022,8,106.23
12/6/2022,9,87.19
12/6/2022,10,80.83
12/6/2022,11,74.37
12/6/2022,12,51.56
12/6/2022,13,30.97
12/6/2022,14,16.45
12/6/2022,15,9.84
12/6/2022,16,16.12
12/6/2022,17,54.4
12/6/2022,18,80.33
12/6/2022,19,159.94
12/6/2022,20,185.31
12/6/2022,21,205.98
12/6/2022,22,210.98
12/6/2022,23,210
12/6/2022,24,182.11
13/6/2022,1,168.86
13/6/2022,2,157.71
13/6/2022,3,154.09
13/6/2022,4,149.92
13/6/2022,5,146.92
13/6/2022,6,148.87
13/6/2022,7,200.03
13/6/2022,8,211.68
13/6/2022,9,212.57
13/6/2022,10,181.68
13/6/2022,11,168.58
13/6/2022,12,145.61
13/6/2022,13,146.03
13/6/2022,14,159.19
13/6/2022,15,115.27
13/6/2022,16,124.33
13/6/2022,17,138.86
13/6/2022,18,172.62
13/6/2022,19,185.64
13/6/2022,20,216.85
13/6/2022,21,228.57
13/6/2022,22,223.64
13/6/2022,23,221.24
13/6/2022,24,192.44
14/6/2022,1,162.83
14/6/2022,2,156.69
14/6/2022,3,144.56
14/6/2022,4,154.92
14/6/2022,5,154.35
14/6/2022,6,172.46
14/6/2022,7,215.22
14/6/2022,8,227.88
14/6/2022,9,214.79
14/6/2022,10,197.32
14/6/2022,11,180.67
14/6/2022,12,170
14/6/2022,13,174.26
14/6/2022,14,179.97
14/6/2022,15,160.04
14/6/2022,16,167.84
14/6/2022,17,188.2
14/6/2022,18,200.36
14/6/2022,19,230.97
14/6/2022,20,290.47
14/6/2022,21,294.34
14/6/2022,22,247.81
14/6/2022,23,234.9
14/6/2022,24,210.46
15/6/2022,1,197.96
15/6/2022,2,183.5
15/6/2022,3,177.67
15/6/2022,4,173.02
15/6/2022,5,173.18
15/6/2022,6,182.23
15/6/2022,7,219.58
15/6/2022,8,246.95
15/6/2022,9,252.76
15/6/2022,10,196.43
15/6/2022,11,187.84
15/6/2022,12,186.43
15/6/2022,13,187.55
15/6/2022,14,174.28
15/6/2022,15,168.76
15/6/2022,16,189.01
15/6/2022,17,195.68
15/6/2022,18,217.35
15/6/2022,19,259.55
15/6/2022,20,305.61
15/6/2022,21,307.52
15/6/2022,22,263.72
15/6/2022,23,247.51
15/6/2022,24,222.98
16/6/2022,1,225.02
16/6/2022,2,213.23
16/6/2022,3,209.73
16/6/2022,4,212.05
16/6/2022,5,206.46
16/6/2022,6,205.19
16/6/2022,7,219.98
16/6/2022,8,255.2
16/6/2022,9,245
16/6/2022,10,208.8
16/6/2022,11,175.01
16/6/2022,12,155.44
16/6/2022,13,142.2
16/6/2022,14,145.16
16/6/2022,15,132.33
16/6/2022,16,157.19
16/6/2022,17,151.81
16/6/2022,18,203.46
16/6/2022,19,227.32
16/6/2022,20,256.61
16/6/2022,21,272.69
16/6/2022,22,272.73
16/6/2022,23,262.25
16/6/2022,24,207.78
17/6/2022,1,295.8
17/6/2022,2,246.02
17/6/2022,3,222.69
17/6/2022,4,208.85
17/6/2022,5,206.86
17/6/2022,6,239.91
17/6/2022,7,292.34
17/6/2022,8,323.31
17/6/2022,9,325.7
17/6/2022,10,299.07
17/6/2022,11,240.87
17/6/2022,12,212.14
17/6/2022,13,188.35
17/6/2022,14,176.59
17/6/2022,15,183.16
17/6/2022,16,177.5
17/6/2022,17,223.69
17/6/2022,18,246.45
17/6/2022,19,302.34
17/6/2022,20,320.66
17/6/2022,21,354.92
17/6/2022,22,318.94
17/6/2022,23,279.25
17/6/2022,24,218.93
18/6/2022,1,250.25
18/6/2022,2,192.65
18/6/2022,3,183.97
18/6/2022,4,172.97
18/6/2022,5,146.56
18/6/2022,6,118.91
18/6/2022,7,184.46
18/6/2022,8,174.92
18/6/2022,9,173.18
18/6/2022,10,169.08
18/6/2022,11,139.1
18/6/2022,12,123.07
18/6/2022,13,102.2
18/6/2022,14,81.11
18/6/2022,15,88.67
18/6/2022,16,121.89
18/6/2022,17,149
18/6/2022,18,177.56
18/6/2022,19,264.61
18/6/2022,20,328.01
18/6/2022,21,330.47
18/6/2022,22,319.21
18/6/2022,23,285.08
18/6/2022,24,251.3
19/6/2022,1,207.07
19/6/2022,2,190
19/6/2022,3,165.52
19/6/2022,4,139.8
19/6/2022,5,120.6
19/6/2022,6,110.51
19/6/2022,7,112.92
19/6/2022,8,96.96
19/6/2022,9,89.25
19/6/2022,10,94.23
19/6/2022,11,94.15
19/6/2022,12,92.14
19/6/2022,13,76.84
19/6/2022,14,70.06
19/6/2022,15,51.97
19/6/2022,16,75.63
19/6/2022,17,91.23
19/6/2022,18,161.84
19/6/2022,19,233.1
19/6/2022,20,265.67
19/6/2022,21,280.61
19/6/2022,22,294.29
19/6/2022,23,306.93
19/6/2022,24,281.1
20/6/2022,1,240.22
20/6/2022,2,220.39
20/6/2022,3,218.9
20/6/2022,4,220.1
20/6/2022,5,213.2
20/6/2022,6,263.27
20/6/2022,7,301.67
20/6/2022,8,368.95
20/6/2022,9,495.73
20/6/2022,10,351.01
20/6/2022,11,310.83
20/6/2022,12,305.48
20/6/2022,13,265.19
20/6/2022,14,233.33
20/6/2022,15,211.8
20/6/2022,16,219.49
20/6/2022,17,224.75
20/6/2022,18,247.83
20/6/2022,19,245.82
20/6/2022,20,289.61
20/6/2022,21,315.48
20/6/2022,22,315.97
20/6/2022,23,285.94
20/6/2022,24,245.18
21/6/2022,1,252.41
21/6/2022,2,222.1
21/6/2022,3,226.28
21/6/2022,4,220.7
21/6/2022,5,218.17
21/6/2022,6,230.28
21/6/2022,7,297.61
21/6/2022,8,338.9
21/6/2022,9,326.34
21/6/2022,10,264.75
21/6/2022,11,201.97
21/6/2022,12,208.23
21/6/2022,13,222.27
21/6/2022,14,227.29
21/6/2022,15,207.81
21/6/2022,16,236.92
21/6/2022,17,267.36
21/6/2022,18,300
21/6/2022,19,369.47
21/6/2022,20,450.87
21/6/2022,21,458.53
21/6/2022,22,411.61
21/6/2022,23,374.05
21/6/2022,24,325.54
22/6/2022,1,266.09
22/6/2022,2,251.45
22/6/2022,3,244.26
22/6/2022,4,244.89
22/6/2022,5,255.02
22/6/2022,6,283.52
22/6/2022,7,346.55
22/6/2022,8,417.41
22/6/2022,9,377.16
22/6/2022,10,337.63
22/6/2022,11,305.26
22/6/2022,12,293.07
22/6/2022,13,288.67
22/6/2022,14,268.47
22/6/2022,15,255.16
22/6/2022,16,278.69
22/6/2022,17,303.29
22/6/2022,18,348.18
22/6/2022,19,394
22/6/2022,20,484.28
22/6/2022,21,455.17
22/6/2022,22,399.3
22/6/2022,23,374
22/6/2022,24,309
23/6/2022,1,289.8
23/6/2022,2,255.91
23/6/2022,3,245.18
23/6/2022,4,245.82
23/6/2022,5,255.08
23/6/2022,6,279.68
23/6/2022,7,336.1
23/6/2022,8,365.37
23/6/2022,9,354.36
23/6/2022,10,315.3
23/6/2022,11,277.14
23/6/2022,12,243.53
23/6/2022,13,241.14
23/6/2022,14,266.66
23/6/2022,15,270.95
23/6/2022,16,267.1
23/6/2022,17,258.87
23/6/2022,18,329.38
23/6/2022,19,366.29
23/6/2022,20,428.98
23/6/2022,21,413.99
23/6/2022,22,364.02
23/6/2022,23,294.39
23/6/2022,24,213.88
24/6/2022,1,219.54
24/6/2022,2,207.16
24/6/2022,3,194.05
24/6/2022,4,207.15
24/6/2022,5,202.24
24/6/2022,6,222.78
24/6/2022,7,302.48
24/6/2022,8,334.92
24/6/2022,9,345.74
24/6/2022,10,327.94
24/6/2022,11,299.36
24/6/2022,12,263.8
24/6/2022,13,244.01
24/6/2022,14,232
24/6/2022,15,211.44
24/6/2022,16,243.18
24/6/2022,17,256.4
24/6/2022,18,296.41
24/6/2022,19,322
24/6/2022,20,329.94
24/6/2022,21,335.2
24/6/2022,22,330.92
24/6/2022,23,320
24/6/2022,24,258.73
25/6/2022,1,265.26
25/6/2022,2,238.39
25/6/2022,3,214.91
25/6/2022,4,217.08
25/6/2022,5,205.54
25/6/2022,6,209.06
25/6/2022,7,226.73
25/6/2022,8,261.09
25/6/2022,9,269.03
25/6/2022,10,237.37
25/6/2022,11,211.93
25/6/2022,12,206.17
25/6/2022,13,192.07
25/6/2022,14,223.16
25/6/2022,15,193.32
25/6/2022,16,203.3
25/6/2022,17,243.81
25/6/2022,18,269.07
25/6/2022,19,271.57
25/6/2022,20,314.1
25/6/2022,21,327.17
25/6/2022,22,322.68
25/6/2022,23,324.02
25/6/2022,24,294.94
26/6/2022,1,288.91
26/6/2022,2,261.33
26/6/2022,3,231.23
26/6/2022,4,212.24
26/6/2022,5,203.61
26/6/2022,6,185.8
26/6/2022,7,179.35
26/6/2022,8,189.27
26/6/2022,9,181.42
26/6/2022,10,150.1
26/6/2022,11,145.84
26/6/2022,12,139.66
26/6/2022,13,145.07
26/6/2022,14,115.93
26/6/2022,15,113.2
26/6/2022,16,113.32
26/6/2022,17,186.41
26/6/2022,18,245.43
26/6/2022,19,295.78
26/6/2022,20,325.64
26/6/2022,21,333.77
26/6/2022,22,335.44
26/6/2022,23,336.15
26/6/2022,24,316.82
27/6/2022,1,296.24
27/6/2022,2,264.37
27/6/2022,3,255.91
27/6/2022,4,256.58
27/6/2022,5,256.51
27/6/2022,6,268.78
27/6/2022,7,330.9
27/6/2022,8,357.94
27/6/2022,9,371.07
27/6/2022,10,348.38
27/6/2022,11,332.54
27/6/2022,12,294.71
27/6/2022,13,287.86
27/6/2022,14,254.88
27/6/2022,15,277.05
27/6/2022,16,296.26
27/6/2022,17,325
27/6/2022,18,351.81
27/6/2022,19,388.45
27/6/2022,20,435.77
27/6/2022,21,398.67
27/6/2022,22,375.64
27/6/2022,23,372.17
27/6/2022,24,347.14
28/6/2022,1,271.71
28/6/2022,2,274.69
28/6/2022,3,248.26
28/6/2022,4,254.97
28/6/2022,5,263.9
28/6/2022,6,282.41
28/6/2022,7,357.61
28/6/2022,8,381.7
28/6/2022,9,400
28/6/2022,10,371.75
28/6/2022,11,342.52
28/6/2022,12,305.35
28/6/2022,13,277.14
28/6/2022,14,294.27
28/6/2022,15,306.7
28/6/2022,16,327.71
28/6/2022,17,351.6
28/6/2022,18,382.51
28/6/2022,19,431.39
28/6/2022,20,470.9
28/6/2022,21,453.14
28/6/2022,22,410.92
28/6/2022,23,396.38
28/6/2022,24,340.99
29/6/2022,1,273.68
29/6/2022,2,272.29
29/6/2022,3,260.58
29/6/2022,4,251.7
29/6/2022,5,257.89
29/6/2022,6,264.38
29/6/2022,7,315.62
29/6/2022,8,350.85
29/6/2022,9,394.37
29/6/2022,10,369.87
29/6/2022,11,339.71
29/6/2022,12,330.14
29/6/2022,13,305.6
29/6/2022,14,299.82
29/6/2022,15,303.52
29/6/2022,16,313.02
29/6/2022,17,318.34
29/6/2022,18,345.71
29/6/2022,19,369.66
29/6/2022,20,390.9
29/6/2022,21,390
29/6/2022,22,366.9
29/6/2022,23,352.92
29/6/2022,24,278.74
30/6/2022,1,282.84
30/6/2022,2,280.46
30/6/2022,3,274.72
30/6/2022,4,276.84
30/6/2022,5,266.5
30/6/2022,6,276.06
30/6/2022,7,339.77
30/6/2022,8,369.89
30/6/2022,9,379.63
30/6/2022,10,341.25
30/6/2022,11,302.25
30/6/2022,12,328.18
30/6/2022,13,328.67
30/6/2022,14,283.79
30/6/2022,15,288.54
30/6/2022,16,326.7
30/6/2022,17,344.1
30/6/2022,18,372.44
30/6/2022,19,409.41
30/6/2022,20,479
30/6/2022,21,450
30/6/2022,22,394.21
30/6/2022,23,367.41
30/6/2022,24,270.07
1/7/2022,1,302.47
1/7/2022,2,282.81
1/7/2022,3,266.02
1/7/2022,4,266.52
1/7/2022,5,265.94
1/7/2022,6,282.13
1/7/2022,7,355.19
1/7/2022,8,378.85
1/7/2022,9,385.19
1/7/2022,10,378
1/7/2022,11,363.87
1/7/2022,12,357.18
1/7/2022,13,329.91
1/7/2022,14,317.62
1/7/2022,15,309.63
1/7/2022,16,309.02
1/7/2022,17,306.48
1/7/2022,18,304.6
